Abacinate, LL
Arrestation, F
Arr\'88t, F
Arride, L
Arriere, F
Arriere-ban, F
Arrive, OE
Arrogance, F
Arrogant, F
Arrogate, L
Arrogation, L
Arrondissement, F
Arrose, F
Arrosion, L
Arrow, OE
Arse, AS
Arsenic, L
Arsis, L
Art, F
Artemisia, L
Arteriac, L
Arteriotomy, L
Artery, L
Artesian, F
Arthritic, Arthritical, L
Arthritis, L
Article, F
Article, L
Articular, L
Articulate, L
Articulus, L
Artifice, L
Artificial, L
Artificious, L
Artillery, OE
Artisan, F
Artist, F
Artiste, F
Artotyrite, LL
Arum, L
Arundiferous, L
Arundinaceous, L
Arundineous, L
Aruspex, L
Aruspice, L
Aruspicy, L
Arvicole, L
As, OE
As, L
Asarabacca, L
Asarone, L
Asbestiform, L
Asbestus, Asbestos, L
Ascend, L
Ascendant, F
Ascendible, L
Ascension, F
Ascii, Ascians, L
Ascites, L
Asclepias, L
Ascribe, L
Ascription, L
Ascriptitious, L
Ash, OE
Ashes, OE
Ashlar, Ashler, OE
Asian, L
Asiarch, L
Asiatic, L
Asilus, L
Asinine, L
Ask, OE
Aslake, AS
Asomatous, L
Asp, L
Aspalathus, L
Asparagus, L
Aspect, L
Aspect, L
Aspectable, L
Aspection, L
Aspen, Asp, AS
Asper, OE
Asper, L
Asper, F
Asperate, L
Asperges, L
Aspergill,  Aspergillum, LL
Asperifoliate, Asperifolious, L
Asperity, L
Asperne, L
Asperse, L
Aspersion, L
Aspersoir, F
Aspersorium, LL
Asphalte, F
Asphodel, L
Aspic, F
Aspic, F
Aspic, F
Aspirate, L
Aspirate, Aspirated, L
Aspiration, L
Aspire, F
Asportation, L
Ass, OE
Ass, L
Assail, OE
Assailant, F
Assailant, F
Assamar, L
Assassin, F
Assassinate, LL
Assassinate, F
Assastion, F
Assault, OE
Assecuration, LL
Assecure, LL
Assecution, F
Assemble, F
Assembly, F
Assent, F
Assent, OE
Assentation, L
Assentator, L
Assert, L
Assertion, L
Assertor, L
Assertory, L
Assession, L
Assessment, LL
Assessor, L
Asseverate, L
Asseveration, L
Assibilate, L
Assident, L
Assiduate, L
Assiduity, L
Assiduous, L
Assiege, OE
Assign, OE
Assignat, F
Assignation, L
Assignee, F
Assignment, LL
Assignor, L
Assimilate, L
Assimilation, L
Assimulate, L
Assimulation, L
Assist, L
Assize, OE
Associate, L
Associate, L
Assonant, L
Assonate, L
Assort, F
Assuage, OE
Assuefaction, L
Assuetude, L
Assume, L
Assument, L
Assumpsit, L
Assumpt, L
Assumpt, L
Assumption, OE
Assumptive, L
Assurance, OE
Assurgent, L
Assyrian, L
Astacus, L
Astel, OE
Aster, L
Asteriscus, L
Asterisk, L
Asthmatic, Asthmatical, L
Astipulate, L
Astipulation, L
Astonish, OE
Astound, OE
Astragal, L
Astragalus, L
Astral, L
Astrict, L
Astriction, L
Astriferous, L
Astringe, L
Astringent, L
Astringer, OE
Astroite, L
Astrolabe, OE
Astrology, F
Astronomian, OE
Astronomical, L
Astronomy, OE
Astructive, L
Astucious, F
Astute, L
Asweve, AS
Asylum, L
Asyndeton, L
At, AS
Ataunt, Ataunto, F
Atavism, L
Atelier, F
Atellan, L
Athanor, F
Atheling, AS
Atheneum, Athen\'91um, L
Atheroma, L
Athirst, OE
Athlete, L
Athletic, L
-ation, L
Atlantean, L
Atlantes, L
Atlantic, L
Atlantides, L
Atlas, L
Atom, L
At one, OE
Atrabilarian, Atrabilarious, LL
Atramentaceous, L
Atrede, OE
Atrenne, OE
Atrium, L
Atrocious, L
Atrocity, F
Atrophy, L
Atrous, L
Attach\'82, F
Attachment, F
Attack, F
Attagas, Attagen, L
Attaint, OE
Attaminate, L
Attemperate, L
Attend, OE
Attendance, OE
Attendant, F
Attent, L
Attentate, Attentat, L
Attention, L
Attenuant, L
Attenuate, L
Attenuate, Attenuated, L
Attenuation, L
Atter, AS
Attercop, AS
Attest, L
Attestation, L
Attic, L
Attiguous, L
Attinge, L
Attire, OE
Attollent, L
Attorney, OE
Attract, L
Attraction, L
Attrahent, L
Attrap, F
Attrectation, L
Attribute, L
Attribute, L
Attribution, L
Attrite, L
Attrition, L
Atwain, OE
Atwite, OE
Aubade, F
Aubaine, F
Auberge, F
Aubin, F
Auburn, OE
Auctary, L
Auction, L
Auctionary, L
Aucupation, L
Audacious, F
Audible, LL
Audience, F
Audient, L
Audiometer, L
Audiphone, L
Audit, L
Audita querela, L
Audition, L
Auditor, L
Auditorium, L
Auditory, L
Auditory, L
Auf, OE
Au fait, F
Auger, OE
Auget, F
Aught, Aucht, AS
Aught, OE
Augite, L
Augment, L
Augment, L
Augmentation, LL
Augur, L
Augural, L
Augurate, L
Auguration, L
Augurial, L
Augury, L
August, L
August, L
Augustan, L
Aularian, L
Auletic, L
Aulic, L
Aumail, OE
Aune, F
Aura, L
Aural, L
Aural, L
Aurate, L
Aureate, L
Aureola, Aureole, F
Auric, L
Aurichalceous, L
Auricle, L
Auricula, L
Auricular, LL
Auriferous, L
Auriform, L
Auriga, L
Aurigal, L
Aurigation, L
Aurigraphy, L
Aurin, L
Auriphrygiate, LL
Auriscalp, L
Auriscope, L
Aurist, L
Aurited, L
Aurivorous, L
Aurora, L
Aurum, L
Auscultation, L
Ausonian, L
Auspicate, L
Auspice, L
Auster, L
Austere, F
Austerity, F
Austral, L
Austrine, L
Austromancy, L
Authentic, OE
Author, OE
Authority, OE
Authorizable, LL
Authorize, OE
Autochthon, L
Autoclave, F
Autograph, F
Automaton, L
Automatous, L
Autumn, L
Autumnal, L
Auxiliar, L
Auxiliary, L
Avail, OE
Avalanche, F
Avale, F
Avant-courier, F
Avant-guard, F
Avarice, F
Avarous, L
Avaunt, F
Ave, L
Avel, L
Avena, L
Avenaceous, L
Avenage, F
Aventurine, F
Avenue, F
Aver, F
Averruncate, L
Aversation, L
Averse, L
Aversion, L
Avert, L
Aves, L
Aviary, L
Avicula, L
Avicular, L
Aviculture, L
Avid, L
Avidity, L
Avis, F
Avise, F
Avocat, F
Avocate, L
Avocation, L
Avocet, Avoset, F
Avoirdupois, OE
Avolate, L
Avolation, LL
Avow, F
Avowee, F
Avowry, OE
Avoyer, F
Avulse, L
Avulsion, L
Avuncular, L
Awake, AS
Awaken, OE
Aware, OE
Away, AS
Awe, OE
Awk, OE
Awl, OE
Awn, OE
Ax, Axe, OE
Ax, OE
Axil, L
Axilla, L
Axinomancy, L
Axiom, L
Axis, L
Axis, L
Axle, OE
Axunge, F
Ayen, Ayein, Ayeins, OE
Ayle, OE
Azarole, F
Azedarach, F
Azimuth, OE
Azote, F
Azoth, LL
Azure, F
Azym, Azyme, F
Baba, F
Babillard, F
Babiroussa, Babirussa, F
Baboon, OE
Bac, F
Baccara, Baccarat, F
Baccate, L
Bacchanal, L
Bacchanalia, L
Bacchant, L
Bacchic, Bacchical, L
Bacchius, L
Bacchus, L
Bacciferous, L
Bacciform, L
Baccivorous, L
Bacillar, L
Bacilliform, L
Back, F
Bacule, F
Baculine, L
Baculite, L
Baculometry, L
Badge, LL
Badger, OE
Badian, F
Badigeon, F
Badinage, F
Bag, OE
Bagasse, F
Bagatelle, F
Baggage, F
Bague, F
Baguet, Baguette, F
Baigne, F
Bail, F
Bail, OE
Bain, F
Bain-marie, F
Baisemains, F
Bait, OE
Bait, F
Bake, AS
Bakehouse, AS
Baker, AS
Balance, OE
Balaniferous, L
Balanite, L
Balas ruby, OE
Balaustine, L
Balbutiate, Balbucinate, L
Bald, OE
Baldachin, LL
Baldric, OE
Bale, OE
Bale, AS
Balearic, L
Baleen, F
Balefire, AS
Baleful, AS
Balistraria, LL
Balize, F
Balk, AS
Ball, OE
Ball, F
Ballad, OE
Ballet, F
Ballista, L
Ballister, L
Ballium, LL
Balloon, F
Ballot, F
Ballot, F
Ballotade, F
Ballotin, F
Balm, OE
Balneal, L
Balneary, L
Balneation, LL
Balneatory, L
Balneography, L
Balneology, L
Balneotherapy, L
Balsam, L
Baluster, F
Ban, AS
Ban, OE
Banal, F
Banality, F
Band, OE
Bandage, F
Bandeau, F
Bandelet, Bandlet, F
Banderole, Bandrol, F
Bandoleer, Bandolier, F
Bane, OE
Bank, OE
Bank, F
Bankrupt, F
Banlieue, F
Banner, OE
Banneret, OE
Bannition, LL
Banquet, F
Banquette, F
Banstickle, OE
Baptism, OE
Baptist, L
Baptistery,Baptistry, L
Baptize, F
Bar, OE
Barb, F
Barb, F
Barbaic, L
Barbarism, L
Barbarous, L
Barbastel, F
Barbate, L
Barbel, OE
Barber, OE
Barberry, OE
Barbet, F
Barbette, F
Barbican, Barbacan, OE
Barbicanage, Barbacanage, LL
Barbigerous, L
Barbiton, L
Barbotine, F
Barbule, L
Barcarolle, F
Bard, Barde, F
Bare, OE
Bare, AS
Bar\'82ge, F
Bargain, OE
Bargain, OE
Barillet, F
Bark, OE
Bark, Barque, F
Barley, OE
Barm, OE
Barm, OE
Barn, OE
Barnacle, OE
Baron, OE
Baronage, OE
Baroque, F
Barracan, F
Barrack, F
Barrage, F
Barras, F
Barrator, OE
Barrel, OE
Barren, OE
Barret, F
Barricade, F
Barrier, OE
Barrow, OE
Barrow, OE
Barrow, OE
Barse, AS
Barter, OE
Barton, AS
Barytone, Baritone, F
Basanite, L
Basbleu, F
Bascinet, OE
Bascule, F
Base, OE
Base, F
Base-court, F
Basement, F
Bash, OE
Basil, F
Basilar, Basilary, F
Basilic, F
Basilica, L
Basilicon, L
Basilisk, L
Basis, L
Basque, F
Basque, F
Basquish, F
Bas-relief, F
Bass, F
Basset, F
Basset hound, F
Bassoon, F
Bast, AS
Baste, OE
Bastile Bastille, F
Bastion, F
Bat, OE
Batardeau, F
Batch, OE
Bate, F
Bateau, F
Bath, AS
Bathe, OE
Bathorse, F
Batiste, F
Batman, F
Baton, F
Battailant, F
Battalia, LL
Battalion, F
Batten, F
Batten, F
Batter, OE
Batter, OE
Battery, F
Battle, OE
Battle, F
Battledoor, OE
Battledoor, OE
Battlement, OE
Battology, F
Battue, F
Batture, F
Baudekin, OE
Bauxite, Beauxite, F
Bavaroy, F
Bawd, OE
Bawdry, OE
Bawsin, Bawson, OE
Baxter, OE
Bay, F
Bay, F
Bay, F
Bay, OE
Bayadere, F
Bayonet, F
Bdellium, L
Be, OE
Be, AS
Beacon, OE
Bead, OE
Beadhouse, Bedehouse, OE
Beadle, OE
Beagle, OE
Beak, OE
Beaker, OE
Beam, AS
Beam tree, AS
Bean, OE
Bear, OE
Bear, OE
Bear, Bere, AS
Beard, OE
Beast, OE
Beat, OE
Beath, AS
Beatify, L
Beatitude, L
Beau, F
Beau ideal, F
Beau monde, F
Beaupere, F
Beauseant, F
Beauty, OE
Beaver, OE
Beaver, OE
Because, OE
Bachamel, F
B\'88che de mer, F
Bechic, L
Beck, OE
Beclap, OE
Beclip, AS
Become, OE
Bed, AS
Bedding, AS
Bedeguar, Bedegar, F
Bedouin, F
Bedrid, Bedridden, OE
Bee, AS
Beech, OE
Beechen, AS
Beef, OE
Beem, AS
Been, OE
Beer, OE
Beet, AS
Beete, Bete, AS
Beetle, OE
Beetle, OE
Beetle-browed, OE
Beetrave, F
Befall, AS
Befool, OE
Before, OE
Beg, OE
Beget, OE
Beggar, OE
Beggary, OE
Beghard  Beguard, F
Begin, AS
Begird, AS
Begnaw, AS
Begone, OE
Beguin, F
Beguinage, F
Beguine, F
Behalf, OE
Behave, AS
Behead, OE
Behest, OE
Behight, OE
Behind, AS
Behold, OE
Behoof, OE
Behoove, OE
Beige, F
Bel-accoyle, F
Belamour, F
Belamy, F
Belch, OE
Bel-esprit, F
Belfry, OE
Belgic, L
Belie, OE
Belief, OE
Believe, OE
Bell, AS
Bell, AS
Belle, F
Belles-lettres, F
Bellflower, F
Bellibone, F
Bellic, Bellical, L
Bellicose, L
Belligerent, L
Bellipotent, L
Bellona, L
Bellow, OE
Bellows, OE
Belluine, L
Belly, OE
Belong, OE
Belove, OE
Belt, AS
Bemaze, OE
Bemoan, OE
Bemol, F
Ben, AS
Bench, OE
Bend, AS
Bend, AS
Bene, AS
Beneath, OE
Benedicite, L
Benedict, L
Benediction, L
Benedictus, L
Benefaction, L
Benefactor, L
Benefic, L
Benefice, F
Beneficence, L
Benefit, OE
Beneme, AS
Benevolent, L
Benevolous, L
Benign, OE
Benignant, LL
Benignity, OE
Benim, AS
Benison, OE
B\'82nitier, F
Bennet, F
Bent, AS
Benumb, OE
Bequeath, OE
Bequest, OE
Bereave, OE
Bergamot, F
Bergh, AS
Berm Berme, F
Bernicle, OE
Beroe, L
Berry, OE
Berry, AS
Bertha, F
Beryl, F
Besee, AS
Beseech, OE
Beset, AS
Beside, OE
Besides, Beside, OE
Besiege, OE
Besnow, OE
Besogne, F
Besom, OE
Bespeak, OE
Besprent, OE
Best, AS
Bestial, F
Bestiality, F
Bestow, OE
Bestride, AS
Beswike, AS
Betelguese, F
Bethink, AS
Betide, OE
B\'82ton, F
Betony, OE
Betray, OE
Better, OE
Better, AS
Betulin, L
Between, OE
Betwixt, OE
Beurr\'82, F
Bever, OE
Beweep, AS
Bewray, OE
Beyond, OE
Bez-antler, L
B\'82zique, F
Bezoar, F
Bi, L
Bias, F
Bib, Bibbe, L
Bibacious, L
Bible, F
Bibliopole, L
Bibliotheca, L
Bibliothecal, L
Bibliothecary, L
Bibliotheke, L
Bibulous, L
Bice, Bise, F
Biceps, L
Bicipital, L
Bicker, OE
Bickern, F
Bicolligate, L
Bicolor, Bicolored, L
Bicorn, Bicorned, Bicornous, L
Bid, OE
Bidder, AS
Bide, OE
Bident, L
Bidet, F
Biennial, L
Bier, OE
Biestings, Beestings, OE
Bifarious, L
Biferous, L
Bifid, L
Bifidate, L
Biflorate, Biflorous, L
Biforate, L
Biforine, L
Biform, L
Biforous, L
Bifurcous, L
Big, Bigg, OE
Big, Bigg, OE
Biga, L
Bigam, L
Bigamy, OE
Bigarreau, Bigaroon, F
Biggin, F
Biggin, Bigging, OE
Biggon, Biggonnet, F
Bight, OE
Bigot, F
Bijou, F
Bijoutry, F
Bijugate, L
Bijugous, L
Bilboquet, F
Bile, L
Bile, OE
Billary, L
Bilifuscin, L
Bilingual, L
Bilinguous, L
Bilious, L
Biliprasin, L
Bilirubin, L
Biliteral, L
Biliverdin, L
Bill, OE
Bill, OE
Bill, OE
Billet, F
Billet, F
Billet-doux, F
Billiards, F
Billion, F
Billon, F
Billot, F
Bimanous, L
Bimembral, L
Bimestrial, L
Bimetallism, F
Bin, OE
Binary, L
Binate, L
Bind, AS
Binervate, L
Binocle, F
Binomial, L
Binotonous, L
Biocellate, L
Biparous, L
Bipartient, L
Bipartite, L
Biped, L
Bipedal, L
Bipennis, L
Birch, OE
Bird, OE
Bireme, L
Birl, AS
Birrus, LL
Birt, OE
Birth, OE
Bis, L
Biscotin, F
Biscuit, F
Bise, F
Bisect, L
Bisexous, L
Bishop, OE
Bishopric, AS
Bisk, F
Bisk, F
Bismare, Bismer, AS
Bison, L
Bisque, F
Bisque, F
Bissextile, L
Bisson, OE
Bister, Bistre, F
Bistort, L
Bistoury, F
Bisulcous, L
Bit, OE
Bit, OE
Bitch, OE
Bite, OE
Bite, OE
Bitter, AS
Bittern, OE
Bitterness, AS
Bitume, F
Bitumen, L
Bituminate, L
Bituminous, L
Bivalent, L
Bivalve, F
Bivious, L
Bivium, L
Bivouac, F
Bizarre, F
Blab, OE
Black, OE
Blackberry, OE
Bladder, OE
Blade, OE
Blague, F
Blain, OE
Blame, OE
Blame, OE
Blancard, F
Blanch, OE
Blancmange, F
Blancmanger, F
Bland, L
Blandiloquence, L
Blandish, OE
Blank, OE
Blanket, F
Blanquette, F
Blare, OE
Blas\'82, F
Blaspheme, OE
Blasphemous, L
Blasphemy, L
Blast, AS
Blatter, L
Blatteration, L
Blatteroon, L
Blay, AS
Blaze, OE
Blaze, OE
Blazon, OE
Bleach, OE
Bleak, OE
Blear, OE
Bleat, OE
Blee, AS
Bleed, OE
Blemish, OE
Blench, OE
Blend, OE
Blend, AS
Blenny, L
Bless, OE
Blessing, AS
Blet, F
Bleyme, F
Blin, OE
Blin, AS
Blind, AS
Blindfold, OE
Blink, OE
Blink, OE
Bliss, OE
Blister, OE
Blite, L
Blithe, AS
Blocage, F
Block, OE
Blond, Blonde, F
Blonde, F
Blood, OE
Bloodless, AS
Bloodlet, AS
Bloodwite, Bloodwit, AS
Bloody, AS
Bloom, OE
Bloom, AS
Blossom, OE
Blossom, AS
Blouse, F
Blow, OE
Blow, OE
Blow, OE
Blue, OE
Bluets, F
Blunder, OE
Blush, OE
Boa, L
Boar, OE
Board, OE
Board, F
Boast, OE
Boat, OE
Boation, L
Bob, OE
Bobbin, F
Bocal, F
Bocasine, F
Boce, L
Bode, OE
Bode, AS
Bodkin, OE
Body, OE
B\'d2otian, L
Boil, OE
Bois d'arc, F
Bois durci, F
Boisterous, OE
Bold, OE
Boldly, AS
Bole, OE
Boletus, L
Bolide, F
Bolis, L
Boll, OE
Boln, OE
Bolster, AS
Bolt, AS
Bolt, OE
Bolus, L
Bomb, F
Bombard, F
Bombard, OE
Bombardier, F
Bombardment, F
Bombax, LL
Bombazine, F
Bombic, L
Bombilate, LL
Bombycinous, L
Bombylious, L
Bombyx, L
Bon, F
Bona fide, L
Bonair, OE
Bona peritura, L
Bonasus, Bonassus, L
Bonbon, F
Bonchr\'82tien, F
Bond, OE
Bondage, LL
Bonduc, F
Bone, OE
Bone, F
Bonfire, OE
Bongrace, F
Bonhomie, Bonhommie, F
Boniform, L
Bonify, L
Bonne bouche, F
Bonnet, OE
Bonnibel, F
Bonny, OE
Bon Sil\'8ane, F
Bon ton, F
Bonus, L
Bon vivant, F
Book, OE
Bookland, Bockland, AS
Boon, OE
Boon, F
Boose, AS
Boot, OE
Boot, OE
Bo\'94tes, L
Booth, OE
Borage, OE
Borax, OE
Borborygm, F
Bordage, LL
Bordar, LL
Bordel, Bordello, F
Bordelais, F
Border, OE
Bordure, F
Bore, OE
Boreal, L
Boreas, L
Borough, OE
Borrow, OE
Borsholder, OE
Bos, L
Bosket, Bosquet, F
Bosom, AS
Bosporian, L
Bosporus, L
Boss, OE
Boss, OE
Bossage, F
Botany, F
Both, OE
Bottine, F
Bottle, OE
Bottle, OE
Bottom, OE
Bottom, OE
Bottony, Botton\'82, F
Botuliform, L
Bouche, F
Bouche, Bouch, F
Bouch\'82es, F
Boud, F
Bouffe, F
Bouge, F
Bough, OE
Bougie, F
Bouilli, F
Bouillon, F
Bouk, AS
Boulevard, F
Bouleversement, F
Bounce, OE
Bound, OE
Bound, F
Bounteous, OE
Bounty, OE
Bouquet, F
Bouquetin, F
Bourd, F
Bourdon, F
Bourdon, F
Bourgeois, F
Bourgeoisie, F
Bourgeon, OE
Bourn, Bourne, OE
Bourn, Bourne, F
Bourr\'82e, F
Bourse, F
Boutade, F
Boutefeu, F
Boutonni\'8are, F
Bouts-rim\'82s, F
Bovate, LL
Bovid, L
Boviform, L
Bovine, LL
Bow, OE
Bow, OE
Bowel, OE
Bower, OE
Bowl, OE
Bowl, F
Boyau, F
Braccate, L
Bracelet, F
Brach, OE
Brachial, L
Brachiate, L
Brachium, L
Brachman, L
Bracken, OE
Bractea, L
Bracteole, L
Brag, OE
Bragget, OE
Braid, OE
Braid, AS
Brail, OE
Brain, OE
Braise, Braize, F
Braise, F
Brake, OE
Brake, OE
Bramble, OE
Brambling, OE
Bran, OE
Brancard, F
Branch, OE
Branchia, L
Brand, OE
Brandish, OE
Brandle, F
Brankursine, F
Brasier, Brazier, OE
Brasier, Brazier, F
Brass, OE
Brassage, F
Brassart, F
Brassica, L
Brassicaceous, L
Brat, OE
Brave, F
Brawl, OE
Bray, OE
Bray, OE
Braze, F
Braze, AS
Brazen, OE
Brazil wood, OE
Breach, OE
Bread, AS
Bread, AS
Breadth, OE
Break, OE
Bream, OE
Breast, OE
Breath, OE
Breeches, OE
Breed, OE
Breeze, Breeze fly, OE
Breeze, F
Breeze, F
Breme, OE
Brent, Brant, AS
Bretful, OE
Breton, F
Brettice, OE
Bretwalda, AS
Brevet, F
Breviary, F
Breviate, L
Breviloquence, L
Breviped, L
Brevipen, L
Brevipennate, L
Brevirostral, Brevirostrate, L
Brevity, L
Brew, OE
Brewis, OE
Briarean, L
Bribe, F
Bribeery, OE
Bric-a brac, F
Brick, OE
Brickle, OE
Bricole, F
Bridal, OE
Bride, OE
Bridegroom, OE
Bridge, OE
Bridle, OE
Bridoon, F
Brief, OE
Brier, Briar, OE
Brigade, F
Brigadier general, F
Brigand, F
Brigandage, F
Brigandine, F
Brigantine, F
Bright, OE
Brighten, AS
Brightness, AS
Brigose, LL
Brigue, F
Brigue, F
Brike, AS
Brilliant, F
Brilliant, F
Brim, OE
Brimstone, OE
Brin, F
Brine, AS
Bring, OE
Brisket, OE
Bristle, OE
Brisure, F
Britannic, L
British, AS
Briton, AS
Brittle, OE
Broach, OE
Broach, F
Broad, OE
Broadness, AS
Brocatel, F
Broch\'82, F
Broche, F
Brochure, F
Brock, AS
Brocker, OE
Brodekin, F
Broider, OE
Broil, F
Broil, OE
Broker, OE
Brome, F
Brome grass, L
Bronchia, L
Bronze, F
Brood, OE
Brook, OE
Brook, OE
Broom, OE
Broth, AS
Brothel, OE
Brother, OE
Brow, OE
Brown, OE
Bruise, OE
Bruit, OE
Brumaire, F
Brumal, L
Brume, F
Brunette, F
Brunion, F
Brunt, OE
Brush, OE
Brush, OE
Brusque, F
Brustle, OE
Brut, F
Brute, F
Bryony, L
Bubo, LL
Buccal, L
Buccaneer, F
Buccinal, L
Buccinator, L
Buccinum, L
Buck, OE
Buck, OE
Bucket, OE
Buckle, OE
Buckle, OE
Buckler, OE
Buckram, OE
Bucolic, L
Bucolic, L
Bucranium, L
Bud, OE
Budge, F
Budge, OE
Budget, OE
Buff, OE
Buffet, F
Buffet, OE
Buffet, OE
Buffle, OE
Buffoon, F
Buffoonery, F
Bufo, L
Bufonite, L
Bug, OE
Bugger, F
Bugle, OE
Bugle, LL
Bugle, F
Bugloss, F
Buhrstone, OE
Build, OE
Bulb, L
Bulbaceous, L
Bulbous, L
Bulbule, L
Bulge, OE
Bulimus, L
Bulk, OE
Bull, OE
Bull, OE
Bulla, L
Bullace, OE
Bullary, LL
Bullate, L
Bullet, F
Bulletin, F
Bullist, F
Bullition, L
Bullock, AS
Bulrush, OE
Bultel, LL
Bumblebee, OE
Bundle, OE
Buprestidan, L
Bur, Burr, OE
Burbot, F
Burdelais, F
Burden, OE
Burden, L
Burden, OE
Bureau, F
Burette, F
Burg, AS
Burgess, OE
Burgh, OE
Burglar, OE
Burgonet, F
Burgrave, F
Burial, OE
Burin, F
Burl, OE
Burlesque, F
Burly, OE
Burn, OE
Burnet, OE
Burnish, OE
Bursa, L
Bursar, LL
Bursary, LL
Burse, LL
Bursiform, LL
Burst, OE
Bury, OE
Bush, OE
Bushel, OE
Bushment, OE
Busk, F
Busk, OE
Buss, OE
Bust, F
Busy, OE
Busy, AS
But, OE
Butane, L
Butcher, OE
Butchery, OE
Butler, OE
Butt, But, F
Butt, OE
Butt, F
Butte, F
Butter, OE
Butterbump, OE
Buttery, OE
Button, OE
Button, OE
Buttress, OE
Butyl, L
Butyraceous, L
Butyrometer, L
Buxeous, L
Buxom, OE
Buy, OE
By, OE
Bye, AS
By-spell, AS
Byssine, L
Byssus, L
Byword, AS
Byzant, Byzantine, OE
Cabal, F
Cabala, LL
Caballine, L
Cabaret, F
Cabas, F
Cabbage, OE
Cabbage, F
Cabinet, F
Cable, F
Caboched, F
Cabotage, F
Cabriole, F
Cabriolet, F
Cachalot, F
Cache, F
Cachectic, Cachectical, L
Cachepot, F
Cachet, F
Cachet, F
Cachexia, Cachexy, L
Cachinnation, L
Cacholong, F
Cachou, F
Cack, OE
Cackle, OE
Caco\'89thes, L
Cacolet, F
Cactus, L
Cacuminal, L
Cacuminate, L
Cadastral, F
Cadaver, L
Cadaverous, L
Caddis, OE
Caddow, OE
Cade, L
Cade, F
Cadence, OE
Cadent, L
Cadet, F
Cadis, F
Cadmean, L
Cadmia, L
Cadre, F
Caduceus, L
Caducibranchiate, L
Caducity, LL
Caducous, L
C\'91cias, L
C\'91cilian, L
C\'91cum, L
C\'91sar, L
C\'91sarean, C\'91sarian, L
C\'91sious, L
C\'91sura, L
Caf\'82, F
Cage, F
Cagot, F
Cahier, F
Ca\'8bque, F
\'80aira, F
Caisson, F
Caitiff, OE
Cajole, F
Cake, OE
Calade, F
Calaite, L
Calamanco, LL
Calamar, Calamary, LL
Calambac, F
Calamiferous, L
Calamine, F
Calamint, OE
Calamist, L
Calamistrate, L
Calamistrum, L
Calamite, L
Calamitous, L
Calamity, L
Calamus, L
Calash, F
Calcaneum, L
Calcar, L
Calcar, L
Calcarate, Calcarated, LL
Calcareous, L
Calcariferous, L
Calceated, L
Calceiform, L
Calcic, L
Calciferouse, L
Calciform, L
Calcify, L
Calcigenous, L
Calcigerous, L
Calcimine, L
Calcination, F
Calcine, F
Calcite, L
Calcitrant, L
Calcitrate, L
Calcivorous, L
Calcography, L
Calculary, L
Calculation, OE
Calculator, L
Calculatory, L
Calcule, F
Calculous, L
Caldron, OE
Cal\'8ache, F
Calefacient, L
Calefaction, L
Calefactory, L
Calefy, L
Calembour, F
Calendar, OE
Calender, F
Calends, OE
Calenture, F
Calescence, L
Calf, OE
Caliber, Calibre, F
Calicle, L
Calid, L
Caligation, L
Caliginosity, L
Caliginous, L
Caligo, L
Calin, F
Calipash, F
Caliph, OE
Calix, L
Call, OE
Callid, L
Callidity, L
Calliope, L
Callisection, L
Callosity, L
Callous, L
Callow, OE
Callus, L
Calm, OE
Calorescence, L
Caloric, L
Caloriduct, L
Calorie, F
Calorifere, F
Calorific, L
Calorimeter, L
Calorimotor, L
Calotte, Callot, F
Caloyer, F
Caltrop, Caltrap, OE
Calumet, F
Calumniate, L
Calumniator, L
Calumnious, L
Calumny, L
Calvaria, L
Calvary, L
Calve, AS
Calx, L
Calycifloral, callyciflorous, L
Calyciform, L
Calycle, L
Calyx, L
Calzoons, F
Camaieu, F
Camail, F
Cambial, LL
Cambist, F
Cambium, LL
Cambric, OE
Camelopard, LL
Camera, L
Camera lucida, L
Camera obscura, LL
Camerate, L
Cameration, L
Camisade, Camisado, F
Camisard, F
Camisole, F
Camlet, F
Cammock, AS
Camomile, Chamomile, LL
Camonflet, F
Camous, Camoys, F
Camp, F
Campagnol, F
Campaign, F
Campana, LL
Campaniform, LL
Campanology, LL
Campanula, LL
Campanularian, L
Campestral, Campestrian, L
Camphor, OE
Campus, L
Can, OE
Can, OE
Canaille, F
Canal, F
Canaliculate, Canaliculated, L
Canaliculus, L
Canard, F
Canary, F
Cancan, F
Cancel, L
Cancelier, F
Cancellate, L
Cancellation, L
Cancelli, L
Cancer, L
Cancerate, LL
Candelabrum, L
Candent, L
Candicant, L
Candid, F
Candidate, L
Candify, L
Candle, OE
Candlemas, AS
Candlestick, AS
Candor, L
Candy, F
Candy, F
Cane, OE
Canella, LL
Canescent, L
Cannicula, L
Canicular, L
Canine, L
Canis, L
Canis, L
Canister, L
Canker, OE
Canna, L
Cannabine, L
Cannabis, L
Cannon, F
Cannonade, F
Cannoneer, Cannonier, F
Cannula, L
Canon, OE
Canon bit, F
Canon bone, F
Canonic, Cannonical, L
Canonicate, LL
Canonization, F
Canonize, F
Canopus, L
Canorous, L
Cantaloupe, F
Cantation, L
Canteen, F
Cantharis, L
Canticle, L
Cantillate, L
Cantiniere, F
Cantion, L
Canton, F
Cantor, L
Cantoris, L
Canvas, OE
Caoutchouc, F
Cap, OE
Capable, F
Capacify, L
Capacious, L
Capacity, L
Caparison, F
Cape, F
Cape, OE
Cappeline, F
Capella, L
Capellet, F
Caper, F
Capias, L
Capillaceous, L
Capillaire, F
Capillament, L
Capillary, L
